,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
646,9,2019,3,14,146.42,5,38,0
647,9,2019,1,2,59.65,3,33,0
648,9,2019,2,22,101.28,7,31,0
649,9,2019,2,15,78.68,5,25,0
650,9,2019,6,21,28.15,5,13,0
651,9,2019,1,23,37.95,8,8,0
652,9,2019,2,12,48.13,6,49,0
653,9,2019,2,21,164.28,4,0,1
654,9,2019,3,19,72.77,7,0,0
655,9,2019,3,14,21.23,7,186,0
656,9,2019,3,18,24.3,5,192,0
657,8,2019,2,8,11.43,5,839,0
658,7,2019,2,7,19.77,3,1346,0
659,7,2019,2,13,11.78,6,1364,0
660,5,2019,2,41,118.13,14,3007,0
661,4,2019,1,4,17.8,3,3463,0
662,4,2019,3,5,24.87,2,3705,0
663,1,2019,1,2,6.1,1,5672,0
664,1,2019,1,7,4.93,4,5671,0
665,1,2019,1,25,35.17,8,5671,0
666,9,2019,2,20,96.15,11,1,0
667,9,2019,3,7,82.38,4,0,0
668,8,2019,2,4,47.72,3,179,1
669,8,2019,1,31,210.98,8,727,1
670,8,2019,3,6,11.37,6,774,0
671,8,2019,2,4,4.73,3,1207,0
672,8,2019,1,24,62.18,7,843,1
673,8,2019,1,3,7.2,3,969,0
674,7,2019,2,14,12.83,4,1536,1
675,7,2019,1,3,4.18,3,1852,0
676,4,2019,1,6,74.15,2,3627,0
677,4,2019,4,18,84.6,8,3632,0
678,4,2019,1,8,14.82,1,4204,0
679,3,2019,1,4,66.23,3,4607,0
680,1,2019,2,6,9.33,1,5909,0
681,8,2019,1,5,4.55,3,832,0
682,8,2019,1,12,25.83,3,867,0
683,7,2019,1,25,41.3,7,977,0
684,7,2019,1,17,48.15,4,1032,0
685,7,2019,2,12,98.87,3,432,0
686,7,2019,1,28,109.42,4,1225,0
687,7,2019,1,5,36.4,2,1407,0
688,7,2019,1,22,93.4,5,1693,0
689,6,2019,1,3,1.77,1,1778,0
690,6,2019,1,5,7.88,3,1780,0
691,6,2019,1,16,25.88,6,1781,0
692,6,2019,1,16,40.03,6,1782,0
693,6,2019,1,16,26.8,5,1864,0
694,6,2019,1,2,9.33,1,1932,0
695,6,2019,1,7,2.83,3,1967,0
696,6,2019,1,5,3.63,3,2025,0
697,6,2019,2,13,39.2,1,2167,0
698,6,2019,10,13,149.8,5,2216,0
699,6,2019,1,18,15.72,3,2283,0
700,5,2019,1,7,4.78,3,3203,0
701,7,2019,2,5,34.22,4,1723,0
702,1,2019,1,4,4.52,5,5564,0
703,1,2019,4,8,24.52,5,5564,0
704,1,2019,2,3,23.83,3,5566,0
705,1,2019,1,2,15.27,2,5856,0
706,1,2019,2,8,21.97,5,5948,0
707,1,2019,1,1,10.97,3,5691,0
708,1,2019,1,2,20.65,2,5690,0
709,9,2019,1,18,150.68,2,0,1
710,9,2019,1,4,126.25,6,0,0
711,9,2019,4,7,114.75,3,0,0
712,9,2019,1,7,33.7,3,0,0
713,9,2019,1,5,90.03,3,0,0
714,9,2019,1,7,99.9,3,136,0
715,9,2019,1,10,94.73,2,0,1
716,9,2019,1,14,70.55,3,9,0
717,9,2019,3,13,119.05,3,9,1
718,9,2019,5,13,87.28,6,0,0
719,9,2019,3,9,71.38,4,0,0
720,9,2019,1,16,12.97,3,0,1
721,9,2019,1,6,23.92,3,0,0
722,9,2019,2,29,89.25,4,0,0
723,9,2019,2,17,177.35,8,0,0
724,9,2019,1,5,7.57,5,0,0
725,9,2019,1,11,74.62,3,0,0
726,9,2019,2,4,16.05,3,0,0
727,9,2019,3,9,38.07,5,0,0
728,9,2019,2,20,57.12,9,0,0
729,9,2019,1,5,57.83,3,0,0
730,9,2019,3,10,111.03,2,14,1
731,9,2019,1,24,58.43,11,13,0
732,9,2019,1,17,82.87,4,13,0
733,9,2019,1,6,20.23,3,12,0
734,9,2019,2,5,48.28,2,11,0
735,9,2019,3,6,75.25,5,11,0
736,9,2019,9,20,41.8,8,11,0
737,9,2019,3,12,74.9,3,1,0
738,9,2019,8,26,78.63,8,290,0
739,9,2019,1,27,40.62,5,0,0
740,9,2019,1,19,51.58,6,546,0
741,9,2019,1,32,161.5,2,0,1
742,9,2019,2,7,17.53,2,0,0
743,9,2019,1,9,113.53,2,18,0
744,9,2019,3,16,29.12,7,0,0
745,9,2019,2,22,26.52,6,7,0
746,9,2019,2,6,31.93,6,5,0
747,9,2019,1,5,30.02,3,151,0
748,9,2019,1,9,1.78,5,81,0
749,9,2019,3,8,37.8,4,0,0
750,9,2019,1,51,83.88,15,96,0
751,9,2019,3,8,29.08,7,0,0
752,9,2019,3,14,90.58,8,0,0
753,9,2019,1,17,32.97,8,0,0
754,9,2019,1,12,113.45,5,0,1
755,9,2019,3,24,136.47,5,0,1
756,9,2019,4,14,38.3,6,0,0
757,9,2019,4,17,40.67,5,0,0
758,9,2019,3,12,91.6,4,0,1
759,9,2019,4,20,86.42,11,12,0
760,9,2019,2,12,21.63,6,2,0
761,9,2019,1,11,39.32,3,38,0
762,9,2019,2,11,127.6,4,38,1
763,9,2019,6,24,174.63,15,23,0
764,9,2019,1,8,28.3,2,31,0
765,9,2019,4,19,188.48,5,79,1
766,9,2019,2,35,300.22,6,32,1
767,9,2019,1,31,76.88,2,31,1
768,9,2019,4,10,125.63,5,17,0
769,9,2019,2,10,29.63,9,16,0
770,9,2019,2,5,98.47,5,15,0
771,9,2019,10,12,26.35,4,4412,0
772,9,2019,6,7,24.72,3,9,0
773,9,2019,1,18,102.63,4,9,0
774,9,2019,2,10,79.42,6,8,1
775,9,2019,2,12,19.65,7,3,1
776,9,2019,1,2,18.82,2,0,0
777,9,2019,1,8,121.42,2,5,1
778,9,2019,3,66,236.05,18,6,1
779,9,2019,3,13,10.62,9,191,0
780,9,2019,1,14,75.38,10,0,0
781,9,2019,2,19,86.25,8,0,0
782,9,2019,2,7,26.92,7,11,0
783,9,2019,1,2,14.57,3,10,0
784,9,2019,2,16,31.72,4,8,0
785,9,2019,2,4,75.0,3,0,1
786,9,2019,4,27,37.72,3,153,0
787,9,2019,1,38,192.85,3,0,1
788,9,2019,1,19,50.38,6,0,0
789,9,2019,1,33,143.8,5,0,1
790,9,2019,3,5,13.47,3,3,0
791,9,2019,4,34,44.55,4,2,0
792,9,2019,16,33,102.03,7,0,0
793,9,2019,2,24,177.13,2,2,1
794,9,2019,1,8,30.55,3,0,0
795,9,2019,4,13,83.28,5,5,0
796,9,2019,1,23,146.82,6,2,0
797,9,2019,2,7,26.22,3,0,0
798,9,2019,2,23,30.7,6,2,0
799,9,2019,2,6,102.12,4,0,0
800,9,2019,2,12,153.68,3,0,1
801,9,2019,15,42,56.6,9,1,0
802,9,2019,2,16,83.33,7,0,0
803,9,2019,1,4,21.0,3,0,0
804,9,2019,1,7,4.32,2,1,1
805,9,2019,2,10,65.7,4,12,0
806,9,2019,1,8,21.17,3,9,0
807,9,2019,3,21,41.15,11,4,0
808,9,2019,2,15,25.97,7,0,0
809,9,2019,1,6,67.1,3,0,0
810,9,2019,1,4,22.23,3,0,0
811,9,2019,2,7,55.37,5,0,1
812,9,2019,1,4,161.83,2,0,1
813,9,2019,3,15,65.2,6,0,0
814,9,2019,1,12,121.22,4,144,1
815,9,2019,2,12,35.97,8,0,0
816,9,2019,2,9,125.97,2,21,1
817,9,2019,2,5,20.02,4,11,1
818,9,2019,1,19,26.47,12,9,0
819,9,2019,3,13,78.58,5,8,0
820,9,2019,1,3,30.25,2,0,0
821,9,2019,1,6,37.2,3,0,0
822,9,2019,1,14,45.58,3,0,0
823,9,2019,1,19,45.93,13,0,0
824,9,2019,2,23,133.12,5,427,0
825,9,2019,6,11,35.18,2,10,0
826,9,2019,5,18,73.97,7,10,0
827,9,2019,5,13,139.87,4,0,0
828,9,2019,2,20,314.48,3,0,1
829,9,2019,2,4,17.28,3,0,0
830,9,2019,2,20,79.37,4,0,0
831,9,2019,2,8,48.02,4,0,0
832,9,2019,9,33,192.32,4,51,1
833,9,2019,1,6,133.52,4,69,0
834,9,2019,2,23,81.87,5,53,1
835,9,2019,3,5,7.63,6,71,0
836,9,2019,1,21,33.33,5,96,0
837,9,2019,1,44,84.12,11,0,0
838,9,2019,2,3,21.38,2,0,0
839,9,2019,3,8,31.78,2,0,0
840,9,2019,6,20,31.13,8,0,0
841,9,2019,1,2,6.58,2,0,0
842,9,2019,1,3,20.55,2,0,0
843,9,2019,1,8,19.43,4,0,0
844,9,2019,3,102,456.08,14,397,0
845,9,2019,1,4,16.02,4,15,1
846,9,2019,1,8,34.2,3,13,0
847,9,2019,2,7,56.92,4,3,0
848,9,2019,1,7,101.73,2,1,0
849,9,2019,4,16,51.38,5,0,0
850,9,2019,4,71,153.93,9,0,0
851,9,2019,11,33,158.78,9,0,0
852,9,2019,2,14,30.62,4,2,1
853,9,2019,1,11,22.6,2,0,0
854,9,2019,1,9,93.58,2,18,0
855,9,2019,1,16,40.82,7,15,0
856,9,2019,1,7,117.43,4,14,1
857,9,2019,2,10,18.35,6,6,0
858,9,2019,1,8,14.23,5,5,0
859,9,2019,2,41,193.75,9,2,1
860,9,2019,2,13,34.27,4,0,0
861,9,2019,1,4,25.52,2,0,0
862,9,2019,2,17,27.75,7,15,0
863,9,2019,1,6,31.22,5,15,0
864,9,2019,2,14,7.28,7,13,0
865,9,2019,2,7,47.43,3,12,0
866,9,2019,2,43,201.23,17,11,0
867,9,2019,3,11,191.4,5,7,0
868,9,2019,1,19,25.3,6,1,0
869,9,2019,2,8,99.72,2,0,1
870,9,2019,1,26,34.57,6,888,1
871,9,2019,1,5,123.72,3,0,0
872,9,2019,4,19,24.55,7,2,0
873,9,2019,1,7,40.1,4,2,0
874,9,2019,2,7,50.98,2,0,0
875,9,2019,2,20,38.4,3,334,0
876,9,2019,1,14,105.87,2,0,1
877,9,2019,4,11,128.08,5,0,1
878,9,2019,1,24,92.83,4,0,0
879,9,2019,1,12,77.95,3,0,0
880,9,2019,1,7,13.67,2,0,1
881,9,2019,1,6,23.88,2,0,0
882,9,2019,2,21,68.27,3,46,1
883,9,2019,4,22,72.42,6,0,0
884,9,2019,2,10,113.97,5,0,0
885,9,2019,2,18,93.3,8,0,0
886,9,2019,1,2,27.35,2,0,0
887,9,2019,1,6,79.8,2,0,1
888,9,2019,9,19,94.93,8,0,0
889,9,2019,1,7,22.03,3,0,0
890,9,2019,1,5,5.72,2,37,0
891,9,2019,3,9,7.15,2,37,0
892,9,2019,1,10,32.78,2,20,0
893,9,2019,1,7,20.28,2,37,0
894,9,2019,6,18,22.53,10,22,0
895,9,2019,4,17,27.82,12,22,0
896,9,2019,1,5,24.1,2,22,0
897,9,2019,2,8,31.03,3,20,0
898,9,2019,1,19,20.38,6,20,0
899,9,2019,1,1,2.7,2,23,0
900,9,2019,1,19,8.53,10,21,0
901,9,2019,17,43,181.03,16,20,1
902,9,2019,1,18,27.15,2,20,0
903,9,2019,2,6,48.18,3,19,0
904,9,2019,4,30,35.33,4,17,0
905,9,2019,2,19,12.15,4,17,0
906,9,2019,3,22,132.95,6,17,0
907,9,2019,1,6,32.73,2,15,0
908,9,2019,1,19,4.72,10,15,0
909,9,2019,1,19,8.77,10,15,0
910,9,2019,1,19,20.43,4,14,0
911,9,2019,1,6,21.62,2,0,0
912,9,2019,6,19,57.12,4,10,0
913,9,2019,1,17,37.87,7,10,0
914,9,2019,2,11,102.12,3,10,0
915,9,2019,1,7,17.85,3,3,0
916,9,2019,2,10,24.0,4,0,0
917,9,2019,2,5,36.02,4,0,0
918,9,2019,1,9,123.27,4,0,0
919,9,2019,3,6,62.43,4,0,0
920,9,2019,1,5,20.92,3,0,0
921,9,2019,3,15,102.15,5,0,0
922,9,2019,1,16,197.77,2,355,1
923,9,2019,2,20,29.97,14,0,0
924,9,2019,2,8,97.47,3,0,0
925,9,2019,2,8,2.18,4,0,0
926,9,2019,1,7,71.25,3,0,0
927,9,2019,1,7,47.33,3,0,0
928,9,2019,1,19,17.43,6,0,0
929,9,2019,15,18,16.22,4,4198,0
930,9,2019,5,6,11.77,2,4198,0
931,9,2019,1,9,2.22,2,0,0
932,9,2019,2,16,107.27,4,0,1
933,9,2019,3,35,185.58,12,0,0
934,9,2019,2,11,15.42,3,0,0
935,9,2019,1,4,19.9,3,10,0
936,9,2019,1,5,30.45,6,10,0
937,9,2019,3,15,113.72,4,3,0
938,9,2019,2,19,90.8,6,0,0
939,9,2019,1,12,73.92,3,1,0
940,9,2019,1,7,24.98,3,0,0
941,9,2019,1,6,21.62,3,0,0
942,9,2019,2,6,15.23,3,0,0
943,9,2019,4,29,267.88,23,0,0
944,9,2019,2,6,89.43,3,0,0
945,9,2019,2,22,25.9,8,0,0
946,9,2019,1,8,6.23,6,0,0
947,9,2019,8,21,22.28,4,0,0
948,9,2019,1,12,30.02,2,0,1
949,9,2019,2,14,45.22,2,0,1
950,9,2019,3,14,81.42,4,0,0
951,9,2019,2,7,16.02,3,336,0
952,9,2019,1,29,162.08,4,0,1
953,9,2019,1,4,46.42,3,0,0
954,9,2019,5,18,195.07,5,1248,0
955,9,2019,1,20,105.57,2,29,1
956,9,2019,2,6,55.3,4,16,0
957,9,2019,2,3,115.47,3,0,0
958,9,2019,1,7,28.23,3,0,0
959,9,2019,2,6,118.97,4,11,0
960,9,2019,2,7,103.7,3,2,0
961,9,2019,2,9,26.17,4,0,0
962,9,2019,1,6,27.37,3,1,0
963,9,2019,1,7,119.37,4,0,1
964,9,2019,2,5,4.47,3,0,0
965,9,2019,3,19,32.15,8,318,0
966,9,2019,5,41,80.2,14,0,0
967,9,2019,3,16,38.08,4,0,1
968,9,2019,3,24,77.45,8,0,1
969,9,2019,8,31,95.37,9,0,1
970,9,2019,5,28,107.67,6,3,0
971,9,2019,1,6,3.0,3,0,0
972,9,2019,4,20,14.25,9,15,0
973,9,2019,2,4,33.28,4,0,0
974,9,2019,2,21,30.4,8,0,0
975,9,2019,3,6,99.13,9,12,0
976,9,2019,3,21,135.1,5,11,1
977,9,2019,1,13,128.27,3,11,0
978,9,2019,1,4,58.52,2,0,0
979,9,2019,1,24,126.33,5,9,0
980,9,2019,2,5,31.2,4,8,0
981,9,2019,1,12,84.73,5,7,0
982,9,2019,1,16,13.12,6,4,0
983,9,2019,3,7,106.43,3,0,0
984,9,2019,4,11,113.83,5,0,0
985,9,2019,1,9,20.68,3,0,0
986,9,2019,1,2,16.63,2,0,0
987,9,2019,3,20,31.88,5,0,0
988,9,2019,1,11,104.83,3,0,1
989,9,2019,1,6,44.2,2,4,1
990,9,2019,3,46,288.48,12,74,0
991,9,2019,1,34,59.07,6,1,0
992,9,2019,1,20,62.58,4,0,0
993,9,2019,2,12,71.87,3,0,0
994,9,2019,3,15,107.33,4,0,0
995,9,2019,1,10,44.35,7,0,0
996,9,2019,17,20,88.3,12,0,0
997,9,2019,2,21,65.88,6,0,0
998,9,2019,3,21,38.63,4,0,0
999,9,2019,1,4,46.05,3,0,0
1000,9,2019,3,10,152.72,5,0,0
1001,9,2019,2,4,12.07,4,0,0
1002,9,2019,2,4,16.72,4,0,0
1003,9,2019,3,24,51.67,12,0,0
1004,9,2019,4,17,161.78,4,0,1
1005,9,2019,3,20,44.0,4,0,0
1006,9,2019,2,10,45.17,6,145,0
1007,9,2019,1,18,28.23,7,0,0
1008,9,2019,3,32,94.0,8,0,0
1009,9,2019,2,3,94.25,3,65,0
1010,9,2019,1,7,18.68,3,63,0
1011,9,2019,2,19,42.72,7,0,0
1012,9,2019,3,22,33.05,8,183,0
1013,9,2019,1,5,56.32,6,0,0
1014,9,2019,2,8,142.42,4,12,0
1015,9,2019,1,28,251.52,5,12,1
1016,9,2019,2,8,15.83,2,11,0
1017,9,2019,1,2,20.32,2,10,0
1018,9,2019,1,23,113.52,12,9,0
1019,9,2019,1,9,25.1,5,0,0
1020,9,2019,2,48,290.38,7,218,0
1021,9,2019,3,7,35.87,4,0,0
1022,9,2019,2,15,24.23,4,48,0
1023,9,2019,3,25,44.95,7,0,0
1024,9,2019,7,10,6.98,3,1574,0
1025,9,2019,2,8,23.37,5,37,0
1026,9,2019,10,19,30.08,7,35,0
1027,9,2019,2,19,90.18,7,21,0
1028,9,2019,1,44,255.78,7,21,1
1029,9,2019,1,9,17.02,5,19,0
1030,9,2019,1,19,23.95,6,18,0
1031,9,2019,1,23,37.63,11,18,1
1032,9,2019,4,14,105.92,6,16,1
1033,9,2019,1,16,24.1,5,16,0
1034,9,2019,2,21,107.05,4,15,1
1035,9,2019,2,10,90.23,5,14,0
1036,9,2019,2,19,47.73,6,14,0
1037,9,2019,8,18,43.15,10,14,0
1038,9,2019,3,9,73.37,8,11,0
1039,9,2019,2,13,75.43,7,11,0
1040,9,2019,3,19,104.13,4,7,0
1041,9,2019,1,10,40.52,3,2,0
1042,9,2019,1,25,255.83,5,2,1
1043,9,2019,3,6,59.53,5,2,0
1044,9,2019,1,10,36.12,3,1,0
1045,9,2019,2,19,29.03,5,0,0
1046,9,2019,3,9,41.72,2,0,0
1047,9,2019,1,6,5.5,3,4,0
1048,9,2019,2,7,136.43,3,0,0
1049,9,2019,6,9,42.23,6,29,0
1050,9,2019,4,42,231.92,8,0,0
1051,9,2019,1,8,23.65,2,0,1
1052,9,2019,4,17,135.28,5,0,1
1053,9,2019,1,5,14.77,4,0,0
1054,9,2019,1,33,231.93,10,0,1
1055,9,2019,7,21,30.97,9,0,0
1056,9,2019,2,23,22.68,5,162,0
1057,9,2019,1,7,41.97,3,840,0
1058,9,2019,1,16,40.15,3,0,0
1059,9,2019,2,32,75.9,4,171,0
1060,9,2019,6,34,146.72,7,0,1
1061,9,2019,1,42,99.6,3,115,1
1062,9,2019,3,19,171.18,11,0,0
1063,9,2019,1,16,104.85,4,3,1
1064,9,2019,11,26,105.1,16,0,0
1065,9,2019,5,20,28.6,3,14,0
1066,9,2019,1,8,11.67,3,14,0
1067,9,2019,2,12,105.83,2,0,0
1068,9,2019,2,10,155.03,8,13,0
1069,9,2019,2,8,64.43,6,13,0
1070,9,2019,2,14,38.28,8,0,0
1071,9,2019,1,9,23.38,3,11,0
1072,10,2019,1,26,69.63,6,0,0
1073,10,2019,1,10,51.98,3,0,0
1074,10,2019,2,29,72.48,4,0,0
1075,10,2019,1,18,131.9,11,0,0
1076,10,2019,1,4,17.8,3,0,0
1077,10,2019,1,10,9.38,3,0,0
1078,10,2019,2,5,40.65,2,0,0
1079,10,2019,12,27,79.25,5,0,0
1080,10,2019,1,5,44.37,2,0,0
1081,10,2019,2,10,28.32,2,0,0
1082,10,2019,1,4,0.7,2,22,0
1083,10,2019,2,6,94.03,3,0,0
1084,10,2019,1,21,58.38,7,0,0
1085,10,2019,3,18,82.62,4,0,0
1086,10,2019,2,3,10.95,3,0,0
1087,10,2019,2,9,68.72,4,0,0
1088,10,2019,1,10,16.32,3,0,0
1089,10,2019,1,4,1.87,2,0,0
1090,10,2019,1,20,18.65,4,0,0
1091,10,2019,7,80,319.92,8,0,1
1092,10,2019,1,11,26.03,3,0,0
1093,10,2019,1,1,13.65,2,0,0
1094,10,2019,1,19,56.8,5,0,0
1095,10,2019,1,15,104.4,4,15,0
1096,10,2019,2,5,15.1,4,13,0
1097,10,2019,2,19,32.6,8,12,0
1098,10,2019,2,18,149.87,3,354,1
1099,10,2019,1,6,23.1,2,5,0
1100,10,2019,1,4,20.9,2,2,0
1101,10,2019,1,6,19.75,3,1,0
1102,10,2019,1,4,62.95,3,0,0
1103,10,2019,1,6,59.62,2,0,0
1104,10,2019,3,15,35.88,5,1086,0
1105,10,2019,4,10,151.93,6,0,0
1106,10,2019,3,20,137.93,7,0,0
1107,10,2019,2,36,149.0,8,0,1
1108,10,2019,2,7,58.4,4,0,0
1109,10,2019,1,10,114.93,2,0,0
1110,10,2019,2,11,10.17,4,0,0
1111,10,2019,1,3,21.83,2,0,0
1112,10,2019,3,7,10.92,3,0,0
1113,10,2019,7,20,221.55,13,0,0
1114,10,2019,1,11,24.92,4,0,1
1115,10,2019,3,18,81.27,12,20,0
1116,10,2019,3,12,10.13,5,0,0
1117,10,2019,3,14,106.0,4,2,1
1118,10,2019,2,10,114.33,3,0,0
1119,10,2019,3,10,91.08,4,0,1
1120,10,2019,1,14,43.52,3,0,0
1121,10,2019,2,13,35.0,6,0,0
1122,10,2019,1,1,25.7,2,0,0
1123,10,2019,1,3,17.53,2,0,0
1124,10,2019,1,5,122.87,5,0,1
1125,10,2019,1,6,17.65,3,12,0
1126,10,2019,2,19,34.42,13,9,0
1127,10,2019,2,6,42.9,2,9,0
1128,10,2019,5,21,122.05,6,2,0
1129,10,2019,2,11,153.22,3,2,0
1130,10,2019,2,21,26.7,8,0,0
1131,10,2019,1,3,138.35,4,1,0
1132,10,2019,1,4,14.42,3,0,0
1133,10,2019,3,16,45.68,6,0,0
1134,10,2019,1,5,28.15,3,0,0
1135,10,2019,1,8,56.23,2,3,0
1136,10,2019,1,10,142.43,2,0,1
1137,10,2019,1,11,82.33,3,1059,0
1138,10,2019,1,4,13.48,2,0,0
1139,10,2019,3,20,129.77,5,0,0
1140,10,2019,2,17,65.18,4,0,0
1141,10,2019,2,20,241.42,8,0,0
1142,10,2019,1,7,15.32,3,0,0
1143,10,2019,2,13,65.83,3,0,0
1144,10,2019,1,18,53.97,5,0,0
1145,10,2019,2,9,84.18,3,0,0
1146,10,2019,1,8,17.18,5,2,0
1147,10,2019,4,18,109.25,5,0,0
1148,10,2019,1,2,3.82,3,22,0
1149,10,2019,7,11,29.25,6,594,0
1150,10,2019,1,19,13.48,7,88,0
1151,10,2019,3,14,45.45,3,1033,0
1152,10,2019,2,7,93.27,3,0,0
1153,10,2019,1,11,70.58,10,12,0
1154,10,2019,2,3,8.78,4,108,0
1155,10,2019,4,32,137.75,15,11,1
1156,10,2019,3,18,77.43,4,11,0
1157,10,2019,2,45,73.45,8,0,0
1158,10,2019,4,31,100.9,2,0,0
1159,10,2019,2,17,22.8,11,0,0
1160,10,2019,14,57,459.32,8,1,1
1161,10,2019,7,16,101.6,6,0,0
1162,10,2019,2,8,53.48,4,0,0
1163,10,2019,6,7,2.17,4,0,0
1164,10,2019,2,12,16.43,5,0,0
1165,10,2019,2,15,98.13,5,0,0
1166,10,2019,2,12,123.93,5,0,0
1167,10,2019,5,26,45.87,6,0,0
1168,10,2019,1,10,16.27,3,0,0
1169,10,2019,2,23,181.15,3,0,1
1170,10,2019,1,4,22.22,4,0,0
1171,10,2019,1,3,10.78,3,0,0
1172,10,2019,6,12,77.87,8,0,0
1173,10,2019,1,4,35.35,2,0,0
1174,10,2019,1,10,68.42,5,0,0
1175,10,2019,3,9,13.58,3,0,0
1176,10,2019,1,7,6.05,3,0,0
1177,10,2019,3,20,31.35,8,0,0
1178,10,2019,4,51,280.23,11,0,1
1179,10,2019,1,17,108.02,6,0,0
1180,10,2019,3,20,132.72,4,0,0
1181,10,2019,1,13,9.97,4,0,0
1182,10,2019,1,13,37.42,3,4,1
1183,10,2019,1,6,22.47,3,0,0
1184,10,2019,1,3,17.27,3,0,0
1185,10,2019,1,8,89.22,6,0,0
1186,10,2019,1,4,9.1,3,0,0
1187,10,2019,1,2,0.13,2,138,0
1188,10,2019,1,8,36.32,4,0,0
1189,10,2019,3,10,3.38,7,0,0
1190,10,2019,2,6,17.32,3,0,0
1191,10,2019,4,19,133.93,5,0,0
1192,10,2019,8,23,118.73,10,1414,1
1193,10,2019,1,4,74.22,2,87,0
1194,10,2019,2,5,59.08,3,0,0
1195,10,2019,2,7,98.73,3,14,0
1196,10,2019,2,15,23.72,5,13,0
1197,10,2019,2,20,55.75,7,12,0
1198,10,2019,2,11,41.23,5,11,0
1199,10,2019,1,16,38.77,7,11,0
1200,10,2019,2,13,52.83,3,7,0
1201,10,2019,1,9,18.52,4,3,0
1202,10,2019,1,6,13.05,3,3,0
1203,10,2019,2,17,30.67,3,2,0
1204,10,2019,3,13,18.02,5,2,0
1205,10,2019,11,22,54.82,8,1,0
1206,10,2019,1,5,27.82,5,0,0
1207,10,2019,1,9,95.05,2,0,0
1208,10,2019,1,19,36.95,6,0,0
1209,10,2019,1,6,47.08,2,0,0
1210,10,2019,2,25,36.63,6,0,0
1211,10,2019,9,8,88.2,3,3934,0
1212,10,2019,8,29,166.1,4,3935,1
1213,10,2019,1,3,33.27,2,0,0
1214,10,2019,1,21,39.58,5,43,0
1215,10,2019,2,17,25.27,2,0,0
1216,10,2019,1,20,46.33,10,41,0
1217,10,2019,1,7,176.45,3,41,1
1218,10,2019,2,19,112.13,3,0,1
1219,10,2019,1,9,98.57,5,0,0
1220,10,2019,2,35,88.52,10,36,0
1221,10,2019,2,19,30.5,7,36,0
1222,10,2019,1,9,32.83,2,34,0
1223,10,2019,2,21,123.08,6,26,0
1224,10,2019,1,18,37.55,6,25,0
1225,10,2019,2,27,245.17,4,23,1
1226,10,2019,3,11,74.45,2,22,0
1227,10,2019,1,40,128.93,6,0,1
1228,10,2019,1,7,15.33,6,16,0
1229,10,2019,1,19,18.92,5,15,0
1230,10,2019,2,11,126.53,5,14,0
1231,10,2019,1,9,10.43,4,13,0
1232,10,2019,1,3,11.93,3,12,0
1233,10,2019,1,11,17.38,3,12,0
1234,10,2019,2,20,54.38,7,11,0
1235,10,2019,1,9,32.98,2,11,0
1236,10,2019,2,14,44.78,4,11,0
1237,10,2019,2,7,18.68,5,11,0
1238,10,2019,2,7,135.78,4,7,0
1239,10,2019,1,29,124.3,3,7,1
1240,10,2019,2,14,35.88,7,3,0
1241,10,2019,1,7,39.3,6,0,0
1242,10,2019,2,18,165.68,11,0,0
1243,10,2019,2,10,88.18,4,2,0
1244,10,2019,3,6,70.12,4,24,0
1245,10,2019,1,13,114.83,12,0,0
1246,10,2019,1,18,25.53,4,0,0
1247,10,2019,2,21,11.0,8,24,0
1248,10,2019,1,1,10.08,2,0,0
1249,10,2019,1,6,27.02,2,0,1
1250,10,2019,1,5,77.5,4,0,0
1251,10,2019,1,4,15.32,3,0,0
1252,10,2019,1,17,36.27,6,0,0
1253,10,2019,1,4,0.82,4,0,0
1254,10,2019,1,10,9.93,4,20,0
1255,10,2019,1,4,0.57,4,22,0
1256,10,2019,1,2,0.18,3,22,0
1257,10,2019,1,9,58.88,3,20,0
1258,10,2019,2,4,25.13,4,81,0
1259,10,2019,1,11,175.67,3,151,0
1260,10,2019,2,20,37.6,9,9,0
1261,10,2019,2,13,23.47,4,9,0
1262,10,2019,2,6,89.13,3,1,0
1263,10,2019,1,4,27.93,3,0,0
1264,10,2019,1,9,61.02,7,0,0
1265,10,2019,2,20,38.0,12,0,0
1266,10,2019,2,5,24.28,4,0,0
1267,10,2019,1,16,116.45,4,0,0
1268,10,2019,3,8,14.83,5,0,0
1269,10,2019,2,20,22.38,8,0,0
1270,10,2019,3,23,29.43,6,22,1
1271,10,2019,1,10,10.55,5,0,0
1272,10,2019,1,5,23.93,2,0,0
1273,10,2019,2,35,91.02,18,0,0
1274,10,2019,5,15,81.77,5,0,0
1275,10,2019,1,3,7.28,5,0,0
1276,10,2019,2,8,119.48,3,13,0
1277,10,2019,11,27,42.95,6,13,0
1278,10,2019,1,6,37.65,2,12,0
1279,10,2019,1,18,131.42,4,10,1
1280,10,2019,3,15,77.25,10,9,0
1281,10,2019,2,11,61.38,4,2,0
1282,10,2019,2,21,43.97,7,0,0
1283,10,2019,1,14,130.85,2,0,1
1284,10,2019,5,19,109.07,11,0,0
1285,10,2019,2,22,72.62,10,0,0
1286,10,2019,2,11,115.68,6,1,0
1287,10,2019,2,25,92.38,4,0,0
1288,10,2019,2,5,47.05,3,0,0
1289,10,2019,4,16,130.6,5,0,0
1290,10,2019,1,11,34.03,2,3,0
1291,10,2019,1,7,86.72,5,51,0
1292,10,2019,1,7,100.48,3,0,0
